ImageID,DiademScore,SourceImage,FilterType,SigMin,SigMax,SigStep,NeuronThreshold,PruningThreshold,SmoothingFactor,NumPointsPerBranch
OP_1,0.732,OP_1,yang,1.0,2.5,0.5,1.0,12,0.5,22
OP_2,0.813,OP_2,yang,1.0,2.5,0.5,1.0,12,0.5,22
OP_3,0.27,OP_3,yang,1.0,2.5,0.5,1.0,12,0.5,22
OP_4,0.458,OP_4,yang,1.0,2.5,0.5,1.0,12,0.5,22
OP_5,0.623,OP_5,yang,1.0,2.5,0.5,1.0,12,0.5,22
OP_6,0.81,OP_6,yang,1.0,2.5,0.5,1.0,12,0.5,22
OP_7,0.889,OP_7,yang,1.0,2.5,0.5,1.0,12,0.5,22
OP_8,0.189,OP_8,yang,1.0,2.5,0.5,1.0,12,0.5,22
OP_9,0.413,OP_9,yang,1.0,2.5,0.5,1.0,12,0.5,22
OP_1,0.732,OP_1,yang,1.0,2.5,0.5,0.1,12,0.5,22
OP_2,0.813,OP_2,yang,1.0,2.5,0.5,0.1,12,0.5,22
OP_3,0.27,OP_3,yang,1.0,2.5,0.5,0.1,12,0.5,22
OP_4,0.458,OP_4,yang,1.0,2.5,0.5,0.1,12,0.5,22
OP_5,0.623,OP_5,yang,1.0,2.5,0.5,0.1,12,0.5,22
OP_6,0.81,OP_6,yang,1.0,2.5,0.5,0.1,12,0.5,22
OP_7,0.889,OP_7,yang,1.0,2.5,0.5,0.1,12,0.5,22
OP_8,0.189,OP_8,yang,1.0,2.5,0.5,0.1,12,0.5,22
OP_9,0.413,OP_9,yang,1.0,2.5,0.5,0.1,12,0.5,22
OP_1,0.86,OP_1,yang,1.0,2.5,0.5,0.05,8,0.5,22
OP_2,0.785,OP_2,yang,1.0,2.5,0.5,0.05,8,0.5,22
OP_3,0.224,OP_3,yang,1.0,2.5,0.5,0.05,8,0.5,22
OP_4,0.47,OP_4,yang,1.0,2.5,0.5,0.05,8,0.5,22
OP_5,0.523,OP_5,yang,1.0,2.5,0.5,0.05,8,0.5,22
OP_6,0.81,OP_6,yang,1.0,2.5,0.5,0.05,8,0.5,22
OP_7,0.932,OP_7,yang,1.0,2.5,0.5,0.05,8,0.5,22
OP_8,0.141,OP_8,yang,1.0,2.5,0.5,0.05,8,0.5,22
OP_9,0.426,OP_9,yang,1.0,2.5,0.5,0.05,8,0.5,22
OP_1,0,OP_1,yang,1.0,2.5,0.5,0.005,4,0.5,22
OP_2,0.427,OP_2,yang,1.0,2.5,0.5,0.005,4,0.5,22
OP_3,0.015,OP_3,yang,1.0,2.5,0.5,0.005,4,0.5,22
OP_4,0,OP_4,yang,1.0,2.5,0.5,0.005,4,0.5,22
OP_5,0,OP_5,yang,1.0,2.5,0.5,0.005,4,0.5,22
OP_6,0,OP_6,yang,1.0,2.5,0.5,0.005,4,0.5,22
OP_7,0.795,OP_7,yang,1.0,2.5,0.5,0.005,4,0.5,22
OP_8,0,OP_8,yang,1.0,2.5,0.5,0.005,4,0.5,22
OP_9,0,OP_9,yang,1.0,2.5,0.5,0.005,4,0.5,22
OP_1,0.758,OP_1,yang,2.0,4.0,0.5,1.0,12,0.5,22
OP_2,0.648,OP_2,yang,2.0,4.0,0.5,1.0,12,0.5,22
OP_3,0.538,OP_3,yang,2.0,4.0,0.5,1.0,12,0.5,22
OP_4,0.565,OP_4,yang,2.0,4.0,0.5,1.0,12,0.5,22
OP_5,0.589,OP_5,yang,2.0,4.0,0.5,1.0,12,0.5,22
OP_6,0.81,OP_6,yang,2.0,4.0,0.5,1.0,12,0.5,22
OP_7,0.864,OP_7,yang,2.0,4.0,0.5,1.0,12,0.5,22
OP_8,0.165,OP_8,yang,2.0,4.0,0.5,1.0,12,0.5,22
OP_9,0.705,OP_9,yang,2.0,4.0,0.5,1.0,12,0.5,22
OP_1,0.758,OP_1,yang,2.0,4.0,0.5,0.1,12,0.5,22
OP_2,0.648,OP_2,yang,2.0,4.0,0.5,0.1,12,0.5,22
OP_3,0.538,OP_3,yang,2.0,4.0,0.5,0.1,12,0.5,22
OP_4,0.565,OP_4,yang,2.0,4.0,0.5,0.1,12,0.5,22
OP_5,0.589,OP_5,yang,2.0,4.0,0.5,0.1,12,0.5,22
OP_6,0.81,OP_6,yang,2.0,4.0,0.5,0.1,12,0.5,22
OP_7,0.864,OP_7,yang,2.0,4.0,0.5,0.1,12,0.5,22
OP_8,0.165,OP_8,yang,2.0,4.0,0.5,0.1,12,0.5,22
OP_9,0.705,OP_9,yang,2.0,4.0,0.5,0.1,12,0.5,22
OP_1,0.796,OP_1,yang,2.0,4.0,0.5,0.05,8,0.5,22
OP_2,0.785,OP_2,yang,2.0,4.0,0.5,0.05,8,0.5,22
OP_3,0.435,OP_3,yang,2.0,4.0,0.5,0.05,8,0.5,22
OP_4,0.555,OP_4,yang,2.0,4.0,0.5,0.05,8,0.5,22
OP_5,0.589,OP_5,yang,2.0,4.0,0.5,0.05,8,0.5,22
OP_6,0.803,OP_6,yang,2.0,4.0,0.5,0.05,8,0.5,22
OP_7,0.874,OP_7,yang,2.0,4.0,0.5,0.05,8,0.5,22
OP_8,0.106,OP_8,yang,2.0,4.0,0.5,0.05,8,0.5,22
OP_9,0.7,OP_9,yang,2.0,4.0,0.5,0.05,8,0.5,22
OP_1,0.781,OP_1,yang,2.0,4.0,0.5,0.005,4,0.5,22
OP_2,0.79,OP_2,yang,2.0,4.0,0.5,0.005,4,0.5,22
OP_3,0.203,OP_3,yang,2.0,4.0,0.5,0.005,4,0.5,22
OP_4,0.564,OP_4,yang,2.0,4.0,0.5,0.005,4,0.5,22
OP_5,0.371,OP_5,yang,2.0,4.0,0.5,0.005,4,0.5,22
OP_6,0.764,OP_6,yang,2.0,4.0,0.5,0.005,4,0.5,22
OP_7,0.874,OP_7,yang,2.0,4.0,0.5,0.005,4,0.5,22
OP_8,0.087,OP_8,yang,2.0,4.0,0.5,0.005,4,0.5,22
OP_9,0.518,OP_9,yang,2.0,4.0,0.5,0.005,4,0.5,22
OP_1,0.729,OP_1,yang,1.5,3.5,0.25,1.0,12,0.5,22
OP_2,0.648,OP_2,yang,1.5,3.5,0.25,1.0,12,0.5,22
OP_3,0.347,OP_3,yang,1.5,3.5,0.25,1.0,12,0.5,22
OP_4,0.545,OP_4,yang,1.5,3.5,0.25,1.0,12,0.5,22
OP_5,0.5,OP_5,yang,1.5,3.5,0.25,1.0,12,0.5,22
OP_6,0.774,OP_6,yang,1.5,3.5,0.25,1.0,12,0.5,22
OP_7,0.873,OP_7,yang,1.5,3.5,0.25,1.0,12,0.5,22
OP_8,0.155,OP_8,yang,1.5,3.5,0.25,1.0,12,0.5,22
OP_9,0.581,OP_9,yang,1.5,3.5,0.25,1.0,12,0.5,22
OP_1,0.729,OP_1,yang,1.5,3.5,0.25,0.1,12,0.5,22
OP_2,0.648,OP_2,yang,1.5,3.5,0.25,0.1,12,0.5,22
OP_3,0.347,OP_3,yang,1.5,3.5,0.25,0.1,12,0.5,22
OP_4,0.545,OP_4,yang,1.5,3.5,0.25,0.1,12,0.5,22
OP_5,0.5,OP_5,yang,1.5,3.5,0.25,0.1,12,0.5,22
OP_6,0.774,OP_6,yang,1.5,3.5,0.25,0.1,12,0.5,22
OP_7,0.873,OP_7,yang,1.5,3.5,0.25,0.1,12,0.5,22
OP_8,0.155,OP_8,yang,1.5,3.5,0.25,0.1,12,0.5,22
OP_9,0.581,OP_9,yang,1.5,3.5,0.25,0.1,12,0.5,22
OP_1,0.84,OP_1,yang,1.5,3.5,0.25,0.05,8,0.5,22
OP_2,0.785,OP_2,yang,1.5,3.5,0.25,0.05,8,0.5,22
OP_3,0.233,OP_3,yang,1.5,3.5,0.25,0.05,8,0.5,22
OP_4,0.544,OP_4,yang,1.5,3.5,0.25,0.05,8,0.5,22
OP_5,0.477,OP_5,yang,1.5,3.5,0.25,0.05,8,0.5,22
OP_6,0.681,OP_6,yang,1.5,3.5,0.25,0.05,8,0.5,22
OP_7,0.891,OP_7,yang,1.5,3.5,0.25,0.05,8,0.5,22
OP_8,0.114,OP_8,yang,1.5,3.5,0.25,0.05,8,0.5,22
OP_9,0.594,OP_9,yang,1.5,3.5,0.25,0.05,8,0.5,22
OP_1,0.651,OP_1,yang,1.5,3.5,0.25,0.005,4,0.5,22
OP_2,0.736,OP_2,yang,1.5,3.5,0.25,0.005,4,0.5,22
OP_3,0.163,OP_3,yang,1.5,3.5,0.25,0.005,4,0.5,22
OP_4,0.178,OP_4,yang,1.5,3.5,0.25,0.005,4,0.5,22
OP_5,0.469,OP_5,yang,1.5,3.5,0.25,0.005,4,0.5,22
OP_6,0.769,OP_6,yang,1.5,3.5,0.25,0.005,4,0.5,22
OP_7,0.882,OP_7,yang,1.5,3.5,0.25,0.005,4,0.5,22
OP_8,0.06,OP_8,yang,1.5,3.5,0.25,0.005,4,0.5,22
OP_9,0.337,OP_9,yang,1.5,3.5,0.25,0.005,4,0.5,22
OP_1,0.858,OP_1,yang,1.25,2.25,0.125,1.0,12,0.5,22
OP_2,0.648,OP_2,yang,1.25,2.25,0.125,1.0,12,0.5,22
OP_3,0.284,OP_3,yang,1.25,2.25,0.125,1.0,12,0.5,22
OP_4,0.53,OP_4,yang,1.25,2.25,0.125,1.0,12,0.5,22
OP_5,0.441,OP_5,yang,1.25,2.25,0.125,1.0,12,0.5,22
OP_6,0.88,OP_6,yang,1.25,2.25,0.125,1.0,12,0.5,22
OP_7,0.889,OP_7,yang,1.25,2.25,0.125,1.0,12,0.5,22
OP_8,0.131,OP_8,yang,1.25,2.25,0.125,1.0,12,0.5,22
OP_9,0.337,OP_9,yang,1.25,2.25,0.125,1.0,12,0.5,22
OP_1,0.858,OP_1,yang,1.25,2.25,0.125,0.1,12,0.5,22
OP_2,0.648,OP_2,yang,1.25,2.25,0.125,0.1,12,0.5,22
OP_3,0.284,OP_3,yang,1.25,2.25,0.125,0.1,12,0.5,22
OP_4,0.53,OP_4,yang,1.25,2.25,0.125,0.1,12,0.5,22
OP_5,0.441,OP_5,yang,1.25,2.25,0.125,0.1,12,0.5,22
OP_6,0.88,OP_6,yang,1.25,2.25,0.125,0.1,12,0.5,22
OP_7,0.889,OP_7,yang,1.25,2.25,0.125,0.1,12,0.5,22
OP_8,0.131,OP_8,yang,1.25,2.25,0.125,0.1,12,0.5,22
OP_9,0.337,OP_9,yang,1.25,2.25,0.125,0.1,12,0.5,22
OP_1,0.867,OP_1,yang,1.25,2.25,0.125,0.05,8,0.5,22
OP_2,0.785,OP_2,yang,1.25,2.25,0.125,0.05,8,0.5,22
OP_3,0.189,OP_3,yang,1.25,2.25,0.125,0.05,8,0.5,22
OP_4,0.584,OP_4,yang,1.25,2.25,0.125,0.05,8,0.5,22
OP_5,0.36,OP_5,yang,1.25,2.25,0.125,0.05,8,0.5,22
OP_6,0.803,OP_6,yang,1.25,2.25,0.125,0.05,8,0.5,22
OP_7,0.923,OP_7,yang,1.25,2.25,0.125,0.05,8,0.5,22
OP_8,0.113,OP_8,yang,1.25,2.25,0.125,0.05,8,0.5,22
OP_9,0.349,OP_9,yang,1.25,2.25,0.125,0.05,8,0.5,22
OP_1,0,OP_1,yang,1.25,2.25,0.125,0.005,4,0.5,22
OP_2,0,OP_2,yang,1.25,2.25,0.125,0.005,4,0.5,22
OP_3,0.109,OP_3,yang,1.25,2.25,0.125,0.005,4,0.5,22
OP_4,0,OP_4,yang,1.25,2.25,0.125,0.005,4,0.5,22
OP_5,0,OP_5,yang,1.25,2.25,0.125,0.005,4,0.5,22
OP_6,0,OP_6,yang,1.25,2.25,0.125,0.005,4,0.5,22
OP_7,0,OP_7,yang,1.25,2.25,0.125,0.005,4,0.5,22
OP_8,0,OP_8,yang,1.25,2.25,0.125,0.005,4,0.5,22
OP_9,0,OP_9,yang,1.25,2.25,0.125,0.005,4,0.5,22
OP_1,0.862,OP_1,kumar,1.0,3.0,0.5,0.05,0,0.5,22
OP_2,0.654,OP_2,kumar,1.0,3.0,0.5,0.05,0,0.5,22
OP_3,0.132,OP_3,kumar,1.0,3.0,0.5,0.05,0,0.5,22
OP_4,0.604,OP_4,kumar,1.0,3.0,0.5,0.05,0,0.5,22
OP_5,0,OP_5,kumar,1.0,3.0,0.5,0.05,0,0.5,22
OP_6,0.828,OP_6,kumar,1.0,3.0,0.5,0.05,0,0.5,22
OP_7,0.881,OP_7,kumar,1.0,3.0,0.5,0.05,0,0.5,22
OP_8,0.519,OP_8,kumar,1.0,3.0,0.5,0.05,0,0.5,22
OP_9,0.508,OP_9,kumar,1.0,3.0,0.5,0.05,0,0.5,22
OP_1,0.888,OP_1,kumar,1.0,3.0,0.5,0.05,4,0.5,22
OP_2,0.791,OP_2,kumar,1.0,3.0,0.5,0.05,4,0.5,22
OP_3,0.16,OP_3,kumar,1.0,3.0,0.5,0.05,4,0.5,22
OP_4,0.622,OP_4,kumar,1.0,3.0,0.5,0.05,4,0.5,22
OP_5,0,OP_5,kumar,1.0,3.0,0.5,0.05,4,0.5,22
OP_6,0.821,OP_6,kumar,1.0,3.0,0.5,0.05,4,0.5,22
OP_7,0.881,OP_7,kumar,1.0,3.0,0.5,0.05,4,0.5,22
OP_8,0.612,OP_8,kumar,1.0,3.0,0.5,0.05,4,0.5,22
OP_9,0.749,OP_9,kumar,1.0,3.0,0.5,0.05,4,0.5,22
OP_1,0.735,OP_1,kumar,1.0,3.0,0.5,0.05,12,0.5,22
OP_2,0.653,OP_2,kumar,1.0,3.0,0.5,0.05,12,0.5,22
OP_3,0.457,OP_3,kumar,1.0,3.0,0.5,0.05,12,0.5,22
OP_4,0.639,OP_4,kumar,1.0,3.0,0.5,0.05,12,0.5,22
OP_5,0,OP_5,kumar,1.0,3.0,0.5,0.05,12,0.5,22
OP_6,0.759,OP_6,kumar,1.0,3.0,0.5,0.05,12,0.5,22
OP_7,0.88,OP_7,kumar,1.0,3.0,0.5,0.05,12,0.5,22
OP_8,0.804,OP_8,kumar,1.0,3.0,0.5,0.05,12,0.5,22
OP_9,0.706,OP_9,kumar,1.0,3.0,0.5,0.05,12,0.5,22
OP_1,0.729,OP_1,kumar,1.0,3.0,0.5,0.05,16,0.5,22
OP_2,0.653,OP_2,kumar,1.0,3.0,0.5,0.05,16,0.5,22
OP_3,0.52,OP_3,kumar,1.0,3.0,0.5,0.05,16,0.5,22
OP_4,0.655,OP_4,kumar,1.0,3.0,0.5,0.05,16,0.5,22
OP_5,0,OP_5,kumar,1.0,3.0,0.5,0.05,16,0.5,22
OP_6,0.786,OP_6,kumar,1.0,3.0,0.5,0.05,16,0.5,22
OP_7,0.872,OP_7,kumar,1.0,3.0,0.5,0.05,16,0.5,22
OP_8,0.824,OP_8,kumar,1.0,3.0,0.5,0.05,16,0.5,22
OP_9,0.707,OP_9,kumar,1.0,3.0,0.5,0.05,16,0.5,22
OP_1,0.78,OP_1,kumar,2.0,5.0,0.5,0.05,0,0.5,22
OP_2,0.66,OP_2,kumar,2.0,5.0,0.5,0.05,0,0.5,22
OP_3,0.129,OP_3,kumar,2.0,5.0,0.5,0.05,0,0.5,22
OP_4,0.52,OP_4,kumar,2.0,5.0,0.5,0.05,0,0.5,22
OP_5,0.402,OP_5,kumar,2.0,5.0,0.5,0.05,0,0.5,22
OP_6,0.429,OP_6,kumar,2.0,5.0,0.5,0.05,0,0.5,22
OP_7,0.851,OP_7,kumar,2.0,5.0,0.5,0.05,0,0.5,22
OP_8,0.652,OP_8,kumar,2.0,5.0,0.5,0.05,0,0.5,22
OP_9,0.462,OP_9,kumar,2.0,5.0,0.5,0.05,0,0.5,22
OP_1,0.824,OP_1,kumar,2.0,5.0,0.5,0.05,4,0.5,22
OP_2,0.795,OP_2,kumar,2.0,5.0,0.5,0.05,4,0.5,22
OP_3,0.223,OP_3,kumar,2.0,5.0,0.5,0.05,4,0.5,22
OP_4,0.622,OP_4,kumar,2.0,5.0,0.5,0.05,4,0.5,22
OP_5,0.596,OP_5,kumar,2.0,5.0,0.5,0.05,4,0.5,22
OP_6,0.881,OP_6,kumar,2.0,5.0,0.5,0.05,4,0.5,22
OP_7,0.864,OP_7,kumar,2.0,5.0,0.5,0.05,4,0.5,22
OP_8,0.808,OP_8,kumar,2.0,5.0,0.5,0.05,4,0.5,22
OP_9,0.349,OP_9,kumar,2.0,5.0,0.5,0.05,4,0.5,22
OP_1,0.812,OP_1,kumar,2.0,5.0,0.5,0.05,12,0.5,22
OP_2,0.648,OP_2,kumar,2.0,5.0,0.5,0.05,12,0.5,22
OP_3,0.44,OP_3,kumar,2.0,5.0,0.5,0.05,12,0.5,22
OP_4,0.584,OP_4,kumar,2.0,5.0,0.5,0.05,12,0.5,22
OP_5,0.647,OP_5,kumar,2.0,5.0,0.5,0.05,12,0.5,22
OP_6,0.781,OP_6,kumar,2.0,5.0,0.5,0.05,12,0.5,22
OP_7,0.838,OP_7,kumar,2.0,5.0,0.5,0.05,12,0.5,22
OP_8,0.808,OP_8,kumar,2.0,5.0,0.5,0.05,12,0.5,22
OP_9,0.606,OP_9,kumar,2.0,5.0,0.5,0.05,12,0.5,22
OP_1,0.808,OP_1,kumar,2.0,5.0,0.5,0.05,16,0.5,22
OP_2,0.648,OP_2,kumar,2.0,5.0,0.5,0.05,16,0.5,22
OP_3,0.468,OP_3,kumar,2.0,5.0,0.5,0.05,16,0.5,22
OP_4,0.585,OP_4,kumar,2.0,5.0,0.5,0.05,16,0.5,22
OP_5,0.66,OP_5,kumar,2.0,5.0,0.5,0.05,16,0.5,22
OP_6,0.802,OP_6,kumar,2.0,5.0,0.5,0.05,16,0.5,22
OP_7,0.838,OP_7,kumar,2.0,5.0,0.5,0.05,16,0.5,22
OP_8,0.698,OP_8,kumar,2.0,5.0,0.5,0.05,16,0.5,22
OP_9,0.624,OP_9,kumar,2.0,5.0,0.5,0.05,16,0.5,22
OP_1,0.807,OP_1,kumar,1.0,5.0,1.0,0.05,0,0.5,22
OP_2,0.683,OP_2,kumar,1.0,5.0,1.0,0.05,0,0.5,22
OP_3,0.107,OP_3,kumar,1.0,5.0,1.0,0.05,0,0.5,22
OP_4,0.646,OP_4,kumar,1.0,5.0,1.0,0.05,0,0.5,22
OP_5,0.304,OP_5,kumar,1.0,5.0,1.0,0.05,0,0.5,22
OP_6,0.846,OP_6,kumar,1.0,5.0,1.0,0.05,0,0.5,22
OP_7,0.836,OP_7,kumar,1.0,5.0,1.0,0.05,0,0.5,22
OP_8,0.023,OP_8,kumar,1.0,5.0,1.0,0.05,0,0.5,22
OP_9,0.528,OP_9,kumar,1.0,5.0,1.0,0.05,0,0.5,22
OP_1,0.756,OP_1,kumar,1.0,5.0,1.0,0.05,4,0.5,22
OP_2,0.805,OP_2,kumar,1.0,5.0,1.0,0.05,4,0.5,22
OP_3,0.196,OP_3,kumar,1.0,5.0,1.0,0.05,4,0.5,22
OP_4,0.595,OP_4,kumar,1.0,5.0,1.0,0.05,4,0.5,22
OP_5,0.369,OP_5,kumar,1.0,5.0,1.0,0.05,4,0.5,22
OP_6,0.785,OP_6,kumar,1.0,5.0,1.0,0.05,4,0.5,22
